ProjectName,MethodIdentifier,ReleaseID,Bugginess,LOC,StatementsCount,CyclomaticComplexity,ParameterCount,NestingDepth,DecisionPoints,Feature7,Feature8,Feature9,Feature10
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java/setZkTimeout(int),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getEntryLogSizeLimit(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setEntryLogSizeLimit(long),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getGcWaitTime(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setGcWaitTime(long),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getFlushInterval(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setFlushInterval(int),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getDeathWatchInterval(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getOpenFileLimit(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getPageLimit(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getPageSize(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMaxJournalSize(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setMaxJournalSize(long),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getMaxBackupJournals(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setMaxBackupJournals(int),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getBookiePort(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setBookiePort(int),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getJournalDirName(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setJournalDirName(String),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getJournalDir(),release-4.0.0,yes,7,2,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getLedgerDirNames(),release-4.0.0,yes,7,2,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setLedgerDirNames(String[]),release-4.0.0,yes,7,2,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getLedgerDirs(),release-4.0.0,yes,11,3,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getServerTcpNoDelay(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setServerTcpNoDelay(boolean),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getZkServers(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setZkServers(String),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/getZkTimeout(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java/setZkTimeout(int),release-4.0.0,yes,4,1,1,2,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/processResult(int, String, Object)",release-4.0.0,yes,15,3,3,8,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/asyncGetLedgersInSingleNode(String, GenericCallback<HashSet<Long>>)",release-4.0.0,yes,20,3,2,9,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/processResult(int, String, Object, List<String>)",release-4.0.0,yes,32,5,4,13,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/doAsyncGetLedgersInSingleNode(String, GenericCallback<HashSet<Long>>)",release-4.0.0,yes,37,5,2,14,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/operationComplete(int, HashSet<Long>)",release-4.0.0,yes,10,2,2,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/getLedgersInSingleNode(String),release-4.0.0,yes,26,5,1,7,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/operationComplete(int, HashSet<Long>)",release-4.0.0,yes,24,4,2,8,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/asyncProcessLedgersInSingleNode(String, Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,31,4,6,9,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/isSpecialZnode(String),release-4.0.0,yes,7,3,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/close(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/processResult(int, String, Object, String)",release-4.0.0,yes,9,2,4,3,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/newLedgerPath(GenericCallback<String>),release-4.0.0,yes,16,2,1,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/getLedgerPath(long),release-4.0.0,yes,7,1,1,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/getLedgerId(String),release-4.0.0,yes,11,2,1,2,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/asyncProcessLedgers(Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,6,1,5,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/addActiveLedger(long, boolean)",release-4.0.0,yes,4,1,2,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/removeActiveLedger(long),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/containsActiveLedger(long),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/garbageCollectLedgers(GarbageCollector),release-4.0.0,yes,16,4,1,8,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java/doGc(GarbageCollector, ConcurrentMap<Long,Boolean>, HashSet<Long>)",release-4.0.0,yes,10,2,3,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/close(),release-4.0.0,yes,9,2,0,3,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, String)",release-4.0.0,yes,9,2,4,3,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",release-4.0.0,yes,11,3,3,6,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/run(),release-4.0.0,yes,16,3,0,7,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, String)",release-4.0.0,yes,53,6,4,22,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/newLedgerPath(GenericCallback<String>),release-4.0.0,yes,59,6,1,23,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerIdFromGenPath(String),release-4.0.0,yes,10,2,1,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerPath(long),release-4.0.0,yes,11,1,1,13,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerId(String),release-4.0.0,yes,14,3,1,7,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getLedgerId(String),release-4.0.0,yes,11,2,1,3,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getStartLedgerIdByLevel(String, String)",release-4.0.0,yes,3,1,2,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/getEndLedgerIdByLevel(String, String)",release-4.0.0,yes,3,1,2,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(String, AsyncCallback.VoidCallback)",release-4.0.0,yes,9,1,2,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(String, AsyncCallback.VoidCallback)",release-4.0.0,yes,21,2,2,4,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/asyncProcessLedgers(Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,29,2,5,5,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object, List<String>)",release-4.0.0,yes,15,2,4,6,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",release-4.0.0,yes,27,3,3,12,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/asyncProcessLevelNodes(String, Processor<String>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,34,3,6,13,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/addActiveLedger(long, boolean)",release-4.0.0,yes,4,1,2,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/removeActiveLedger(long),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/containsActiveLedger(long),release-4.0.0,yes,4,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/garbageCollectLedgers(GarbageCollector),release-4.0.0,yes,22,4,1,6,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/doGcByLevel(GarbageCollector, String, String)",release-4.0.0,yes,23,2,3,14,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/doGc(GarbageCollector, ConcurrentMap<Long,Boolean>, HashSet<Long>)",release-4.0.0,yes,11,2,3,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/run(),release-4.0.0,yes,4,1,0,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/processResult(int, String, Object)",release-4.0.0,yes,22,3,3,6,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/process(List<T>, Processor<T>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,36,5,6,11,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/readLayout(ZooKeeper, String)",release-4.0.0,yes,19,3,2,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getManagerType(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/getManagerVersion(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/store(ZooKeeper, String)",release-4.0.0,yes,6,1,2,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/serialize(),release-4.0.0,yes,11,2,0,10,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/parseLayout(byte[]),release-4.0.0,yes,33,6,1,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/equals(Object),release-4.0.0,yes,12,4,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java/toString(),release-4.0.0,yes,8,1,0,8,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/getLedgerPath(long),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/getLedgerId(String),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/newLedgerPath(GenericCallback<String>),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/asyncProcessLedgers(Processor<Long>, AsyncCallback.VoidCallback, Object, int, int)",release-4.0.0,yes,2,1,5,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/addActiveLedger(long, boolean)",release-4.0.0,yes,1,1,2,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/removeActiveLedger(long),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/containsActiveLedger(long),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/gc(long),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/garbageCollectLedgers(GarbageCollector),release-4.0.0,yes,1,1,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/close(),release-4.0.0,yes,1,1,0,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java/newLedgerManager(AbstractConfiguration, ZooKeeper)",release-4.0.0,yes,56,14,2,18,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/lookupClient(InetSocketAddress),release-4.0.0,yes,13,3,1,2,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/operationComplete(int, Void)",release-4.0.0,yes,8,2,2,2,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/addEntry(InetSocketAddress, long, byte[], long, ChannelBuffer, WriteCallback, Object, int)",release-4.0.0,yes,15,2,8,4,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/operationComplete(int, Void)",release-4.0.0,yes,9,2,2,2,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/readEntry(InetSocketAddress, long, long, ReadEntryCallback, Object, int)",release-4.0.0,yes,16,2,6,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/close(),release-4.0.0,yes,5,1,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/inc(),release-4.0.0,yes,4,1,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/dec(),release-4.0.0,yes,4,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/wait(int),release-4.0.0,yes,5,2,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/total(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/writeComplete(int, long, long, InetSocketAddress, Object)",release-4.0.0,yes,7,2,5,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/main(String[]),release-4.0.0,yes,33,4,1,16,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/toInt(),release-4.0.0,yes,9,2,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/fromInt(int),release-4.0.0,yes,12,2,1,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getVersion(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getOpCode(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/getFlags(),release-4.0.0,yes,3,1,0,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/start(),release-4.0.0,yes,6,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/getLocalAddress(),release-4.0.0,yes,7,2,0,4,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/shutdown(),release-4.0.0,yes,8,2,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isRunning(),release-4.0.0,yes,3,3,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isBookieRunning(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/isNioServerRunning(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/join(),release-4.0.0,yes,3,1,0,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/run(),release-4.0.0,yes,18,6,0,5,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/printUsage(),release-4.0.0,yes,5,1,0,1,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/loadConfFile(ServerConfiguration, String)",release-4.0.0,yes,13,3,2,6,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/parseArgs(String[]),release-4.0.0,yes,40,7,1,13,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/run(),release-4.0.0,yes,9,2,0,3,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/main(String[]),release-4.0.0,yes,42,5,1,21,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/processPacket(ByteBuffer, Cnxn)",release-4.0.0,yes,99,20,2,65,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/buildResponse(int, byte, byte, long, long)",release-4.0.0,yes,11,1,5,7,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java/writeComplete(int, long, long, InetSocketAddress, Object)",release-4.0.0,yes,14,2,5,10,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/writeComplete(int, long, long, InetSocketAddress, Object)",release-4.0.0,yes,1,1,5,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/operationComplete(int, T)",release-4.0.0,yes,1,1,2,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/readEntryComplete(int, long, long, ChannelBuffer, Object)",release-4.0.0,yes,1,1,5,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/tick(),release-4.0.0,yes,9,3,0,4,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/processResult(int, String, Object)",release-4.0.0,yes,8,2,3,3,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/process(T, AsyncCallback.VoidCallback)",release-4.0.0,yes,1,1,2,0,0,0,0,0,0,0
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/processPacket(ByteBuffer, Cnxn)",release-4.0.0,yes,1,1,2,0,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/getLocalAddress(),release-4.0.0,yes,3,1,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/addCnxn(Cnxn),release-4.0.0,yes,5,1,1,1,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/isRunning(),release-4.0.0,yes,3,1,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/run(),release-4.0.0,yes,32,5,0,21,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/clear(),release-4.0.0,yes,16,3,0,6,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/shutdown(),release-4.0.0,yes,12,3,0,6,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/doIO(SelectionKey),release-4.0.0,yes,117,18,1,39,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/readRequest(),release-4.0.0,yes,4,1,0,2,0,0,0,0,0,0
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java/disableRecv(),release-4.0.0,yes,3,1,0,2,0,0,0,0,0,0
